State,District,Market,Commodity,Variety,Date,MIN Price,MAX Price,MODAL Price
Andhra Pradesh,Cuddapah,Badvel,Rice,AP Raw Rice 5293,01/23/2006,1000,1400,1200
Andhra Pradesh,Cuddapah,Badvel,Rice,AP Raw Rice SilkyRaw,09/13/2006,1300,1400,1350
Andhra Pradesh,Cuddapah,Badvel,Rice,B P T,08/28/2006,1200,1400,1300
Andhra Pradesh,Cuddapah,Badvel,Rice,FCI Parmal,01/16/2006,1000,1400,1200
Andhra Pradesh,Cuddapah,Badvel,Rice,Masuri,01/02/2006,1400,1500,1450
Andhra Pradesh,Cuddapah,Badvel,Rice,Masuri,01/19/2006,1000,1400,1200
Andhra Pradesh,Cuddapah,Badvel,Rice,Masuri,06/02/2006,1600,1650,1625
Andhra Pradesh,Cuddapah,Badvel,Rice,Masuri,06/05/2006,1500,1600,1550
Andhra Pradesh,Cuddapah,Badvel,Rice,Masuri,06/12/2006,1500,1600,1550
Andhra Pradesh,Cuddapah,Badvel,Rice,Masuri,08/29/2006,1400,1500,1450
Andhra Pradesh,Cuddapah,Badvel,Rice,Nellore Sanna,08/18/2006,1200,1300,1250
Andhra Pradesh,Cuddapah,Badvel,Rice,Nellore Sanna,08/25/2006,1200,1400,1300
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,01/01/2006,970,990,980
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,01/02/2006,970,990,980
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,01/03/2006,970,990,980
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,04/10/2006,980,1000,990
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,04/14/2006,990,1010,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,04/15/2006,990,1010,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,04/16/2006,990,1010,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,04/19/2006,990,1010,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,04/20/2006,990,1010,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,08/18/2006,980,1010,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,08/19/2006,980,1010,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,08/20/2006,980,1010,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,08/21/2006,980,1010,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,08/22/2006,980,1010,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,08/23/2006,980,1010,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,08/24/2006,980,1020,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,08/25/2006,980,1020,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,08/26/2006,980,1020,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,08/27/2006,980,1020,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,08/28/2006,980,1020,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,08/29/2006,980,1020,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,08/30/2006,980,1020,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,08/31/2006,980,1020,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Coarse,09/01/2006,980,1020,1000
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,01/01/2006,1500,1540,1530
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,01/02/2006,1500,1540,1530
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,01/03/2006,1500,1540,1530
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,04/10/2006,1580,1600,1590
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,04/14/2006,1690,1710,1700
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,04/15/2006,1690,1710,1700
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,04/16/2006,1690,1710,1700
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,04/19/2006,1690,1710,1700
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,04/20/2006,1690,1710,1700
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,08/18/2006,1640,1660,1650
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,08/19/2006,1640,1660,1650
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,08/20/2006,1640,1660,1650
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,08/21/2006,1640,1660,1650
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,08/22/2006,1640,1660,1650
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,08/23/2006,1640,1660,1650
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,08/24/2006,1610,1680,1650
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,08/25/2006,1610,1680,1650
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,08/26/2006,1640,1660,1650
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,08/27/2006,1630,1670,1650
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,08/28/2006,1610,1680,1650
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,08/29/2006,1610,1680,1650
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,08/30/2006,1610,1680,1650
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,08/31/2006,1610,1680,1650
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Fine,09/01/2006,1610,1680,1650
Andhra Pradesh,Cuddapah,Cuddapah,Rice,IR-8,02/16/2006,720,920,810
Andhra Pradesh,Cuddapah,Cuddapah,Rice,IR-8,02/18/2006,750,900,820
Andhra Pradesh,Cuddapah,Cuddapah,Rice,IR-8,02/21/2006,700,930,820
Andhra Pradesh,Cuddapah,Cuddapah,Rice,IR-8,02/22/2006,750,950,840
Andhra Pradesh,Cuddapah,Cuddapah,Rice,IR-8,02/23/2006,750,950,860
Andhra Pradesh,Cuddapah,Cuddapah,Rice,IR-8,02/24/2006,700,900,800
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Other,02/18/2006,700,1000,800
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Other,02/19/2006,700,1000,800
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Other,02/20/2006,700,1000,800
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Other,02/21/2006,700,1000,800
Andhra Pradesh,Cuddapah,Cuddapah,Rice,Other,02/22/2006,700,1000,800
Andhra Pradesh,East Godavari,Kakinada,Rice,B P T,02/10/2006,1800,1810,1805
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/01/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/02/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/03/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/04/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/06/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/07/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/08/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/09/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/10/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/17/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/18/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/19/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/20/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/21/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/23/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/25/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/26/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/27/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/28/2006,1600,1700,1650
Andhra Pradesh,East Godavari,Tuni,Rice,B P T,01/29/2006,1600,1700,1650
