State,District,Market,Commodity,Variety,Date,MIN Price,MAX Price,MODAL Price
Andhra Pradesh,Chittor,Madanapalli,Rice,Hamsa St.,02/26/2004,900,1000,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hamsa St.,02/27/2004,900,1000,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hamsa St.,04/01/2004,900,1000,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hamsa St.,04/06/2004,900,1000,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hamsa St.,04/08/2004,900,1000,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hamsa St.,05/06/2004,1000,1100,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hamsa St.,05/07/2004,1000,1100,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hamsa St.,05/12/2004,1000,1100,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hamsa St.,05/13/2004,1020,1120,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hamsa St.,06/09/2004,1050,1150,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hamsa St.,06/10/2004,1050,1150,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hamsa St.,06/16/2004,1000,1100,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hamsa St.,10/18/2004,910,980,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,05/10/2004,1000,1100,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,05/11/2004,1000,1100,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,05/13/2004,1020,1120,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,05/14/2004,1020,1120,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,05/15/2004,1020,1120,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,06/02/2004,1100,1200,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,06/23/2004,950,1050,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,10/04/2004,900,970,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,10/15/2004,950,1000,
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,10/20/2004,450,500,480
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,10/23/2004,930,1000,980
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,10/25/2004,930,1000,980
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,10/26/2004,950,1000,980
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,10/27/2004,910,1000,980
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,10/28/2004,910,1000,970
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,10/29/2004,920,1000,980
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,10/30/2004,900,1000,950
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,10/31/2004,920,1000,960
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,11/05/2004,900,1000,950
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,11/06/2004,950,1050,1000
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,11/16/2004,950,1000,970
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,11/17/2004,930,1000,970
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,11/19/2004,940,1000,980
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,11/20/2004,940,1000,970
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,11/22/2004,950,1000,970
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,11/23/2004,920,1000,960
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,11/24/2004,920,1000,960
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,11/25/2004,920,1000,960
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,11/26/2004,930,1000,960
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,11/27/2004,950,1000,980
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,11/29/2004,950,1000,970
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,11/30/2004,930,1000,960
Andhra Pradesh,Chittor,Madanapalli,Rice,Hansa,12/01/2004,950,1000,980
