"Title-module__anchor--GmXUE href","Title-module__anchor--GmXUE","ReposListItem-module__Label_2--Z6b0K","Text__StyledText-sc-1klmep6-0","ReposListItem-module__Text_4--mkG7R","ReposListItem-module__Link_1--v5NDF","ReposListItem-module__Link_1--v5NDF href","ReposListItem-module__Link_1--v5NDF 2","ReposListItem-module__Link_1--v5NDF href 2","ReposListItem-module__Box_6--KXqca 3","ReposListItem-module__Link_1--v5NDF 3","ReposListItem-module__Link_1--v5NDF href 3"
"https://github.com/frappe/erpnext_documentation","erpnext_documentation","Public archive","[DEPRECATED] ERPNext User Documentation. Please don't raise new contributions here.","HTML","160","https://github.com/frappe/erpnext_documentation/forks","66","https://github.com/frappe/erpnext_documentation/stargazers","•","32","https://github.com/frappe/erpnext_documentation/pulls"
"https://github.com/frappe/indiaos","indiaos","Public","Website and Ticketing for indiaos.in","CSS","14","https://github.com/frappe/indiaos/forks","4","https://github.com/frappe/indiaos/stargazers","•","3","https://github.com/frappe/indiaos/pulls"
"https://github.com/frappe/release","release","Public archive","Application to manage releases for Frappe and Frappe Applications","Python","15","https://github.com/frappe/release/forks","6","https://github.com/frappe/release/stargazers","•","0","https://github.com/frappe/release/pulls"
"https://github.com/frappe/intellisense","intellisense","Public","VSCode Extension and Language Server for Frappe Framework","Python","30","https://github.com/frappe/intellisense/forks","57","https://github.com/frappe/intellisense/stargazers","•","0","https://github.com/frappe/intellisense/pulls"
"https://github.com/frappe/library_management","library_management","Public","Library Management App","Python","59","https://github.com/frappe/library_management/forks","15","https://github.com/frappe/library_management/stargazers","•","5","https://github.com/frappe/library_management/pulls"
"https://github.com/frappe/hub","hub","Public","","Python","27","https://github.com/frappe/hub/forks","22","https://github.com/frappe/hub/stargazers","•","0","https://github.com/frappe/hub/pulls"
"https://github.com/frappe/python-pdfkit","python-pdfkit","Public","Wkhtmltopdf python wrapper to convert html to pdf","Python","332","https://github.com/frappe/python-pdfkit/forks","6","https://github.com/frappe/python-pdfkit/stargazers","•","1","https://github.com/frappe/python-pdfkit/pulls"
"https://github.com/frappe/schools","schools","Public archive","Merged with frappe/erpnext - this repo is deprecated","HTML","65","https://github.com/frappe/schools/forks","47","https://github.com/frappe/schools/stargazers","•","0","https://github.com/frappe/schools/pulls"
"https://github.com/frappe/air-datepicker","air-datepicker","Public","Cool jQuery datepicker","JavaScript","1.4k","https://github.com/frappe/air-datepicker/forks","6","https://github.com/frappe/air-datepicker/stargazers","•","1","https://github.com/frappe/air-datepicker/pulls"
"https://github.com/frappe/erpnext-vm","erpnext-vm","Public archive","Configuration for the Build Server that generates ERPNext VMs and Vagrant Box","Python","16","https://github.com/frappe/erpnext-vm/forks","11","https://github.com/frappe/erpnext-vm/stargazers","•","1","https://github.com/frappe/erpnext-vm/pulls"
"https://github.com/frappe/tagger","tagger","Public archive","A simple Flask app to automatically label GitHub PRs.","Python","6","https://github.com/frappe/tagger/forks","6","https://github.com/frappe/tagger/stargazers","•","0","https://github.com/frappe/tagger/pulls"
"https://github.com/frappe/disposable-email-domains","disposable-email-domains","Public","a list of disposable and temporary email address domains","Python","733","https://github.com/frappe/disposable-email-domains/forks","2","https://github.com/frappe/disposable-email-domains/stargazers","•","0","https://github.com/frappe/disposable-email-domains/pulls"
"https://github.com/frappe/frappe_cloud_migrator","frappe_cloud_migrator","Public","Migrate SItes to Frappe Cloud","Python","12","https://github.com/frappe/frappe_cloud_migrator/forks","2","https://github.com/frappe/frappe_cloud_migrator/stargazers","•","0","https://github.com/frappe/frappe_cloud_migrator/pulls"
"https://github.com/frappe/cordova-wrapper","cordova-wrapper","Public archive","Mobile App Container (Cordova) for Frappé/ERPNext","CSS","101","https://github.com/frappe/cordova-wrapper/forks","66","https://github.com/frappe/cordova-wrapper/stargazers","•","0","https://github.com/frappe/cordova-wrapper/pulls"
"https://github.com/frappe/cypress-testsuite","cypress-testsuite","Public","cypress testsuite for frappe","JavaScript","17","https://github.com/frappe/cypress-testsuite/forks","2","https://github.com/frappe/cypress-testsuite/stargazers","•","2","https://github.com/frappe/cypress-testsuite/pulls"
"https://github.com/frappe/paypal_integration","paypal_integration","Public archive","Paypal API Integrations","HTML","37","https://github.com/frappe/paypal_integration/forks","19","https://github.com/frappe/paypal_integration/stargazers","•","0","https://github.com/frappe/paypal_integration/pulls"
"https://github.com/frappe/wkhtmltopdf","wkhtmltopdf","Public","wkhtmltopdf binaries","","15","https://github.com/frappe/wkhtmltopdf/forks","0","https://github.com/frappe/wkhtmltopdf/stargazers","","0","https://github.com/frappe/wkhtmltopdf/pulls"
"https://github.com/frappe/razorpay_integration","razorpay_integration","Public","Rajorpay integration with Frappe/ERPNext","Python","30","https://github.com/frappe/razorpay_integration/forks","15","https://github.com/frappe/razorpay_integration/stargazers","•","1","https://github.com/frappe/razorpay_integration/pulls"
"https://github.com/frappe/mandrill_integration","mandrill_integration","Public","Set Communication status from Mandrill via webhooks","Python","18","https://github.com/frappe/mandrill_integration/forks","2","https://github.com/frappe/mandrill_integration/stargazers","•","2","https://github.com/frappe/mandrill_integration/pulls"
"https://github.com/frappe/vidya","vidya","Public","Open Source, Open Data Chat Bot","Python","24","https://github.com/frappe/vidya/forks","19","https://github.com/frappe/vidya/stargazers","•","0","https://github.com/frappe/vidya/pulls"
"https://github.com/frappe/academy","academy","Public","Website for academy.erpnext.com","HTML","9","https://github.com/frappe/academy/forks","3","https://github.com/frappe/academy/stargazers","•","0","https://github.com/frappe/academy/pulls"
"https://github.com/frappe/kyg","kyg","Public","Know Your Government (India)","JavaScript","9","https://github.com/frappe/kyg/forks","5","https://github.com/frappe/kyg/stargazers","•","0","https://github.com/frappe/kyg/pulls"
"https://github.com/frappe/frappe.io","frappe.io","Public","New Frappe.io","Vue","12","https://github.com/frappe/frappe.io/forks","6","https://github.com/frappe/frappe.io/stargazers","•","1","https://github.com/frappe/frappe.io/pulls"
"https://github.com/frappe/dropbox_erpnext_broker","dropbox_erpnext_broker","Public archive","","Python","14","https://github.com/frappe/dropbox_erpnext_broker/forks","2","https://github.com/frappe/dropbox_erpnext_broker/stargazers","•","0","https://github.com/frappe/dropbox_erpnext_broker/pulls"
"https://github.com/frappe/frappejs-cli","frappejs-cli","Public","Command Line Interface (CLI) for FrappeJS","JavaScript","13","https://github.com/frappe/frappejs-cli/forks","11","https://github.com/frappe/frappejs-cli/stargazers","•","0","https://github.com/frappe/frappejs-cli/pulls"
"https://github.com/frappe/frappejs-accounting","frappejs-accounting","Public","Mono repo for frappejs and accounting","","31","https://github.com/frappe/frappejs-accounting/forks","9","https://github.com/frappe/frappejs-accounting/stargazers","","0","https://github.com/frappe/frappejs-accounting/pulls"
"https://github.com/frappe/erpnext_shopify","erpnext_shopify","Public","[Deprecated] Shopify connector for ERPNext","Python","58","https://github.com/frappe/erpnext_shopify/forks","25","https://github.com/frappe/erpnext_shopify/stargazers","•","0","https://github.com/frappe/erpnext_shopify/pulls"
"https://github.com/frappe/video","video","Public","Node.js based library for automated video creation","JavaScript","27","https://github.com/frappe/video/forks","52","https://github.com/frappe/video/stargazers","•","1","https://github.com/frappe/video/pulls"
"https://github.com/frappe/frappe-pr-bot","frappe-pr-bot","Public","Your friendly neighborhood bot","JavaScript","14","https://github.com/frappe/frappe-pr-bot/forks","7","https://github.com/frappe/frappe-pr-bot/stargazers","•","1","https://github.com/frappe/frappe-pr-bot/pulls"
"https://github.com/frappe/mobile-accounting","mobile-accounting","Public","Accounting app for mobile with frappejs-accounting as backend","TypeScript","22","https://github.com/frappe/mobile-accounting/forks","13","https://github.com/frappe/mobile-accounting/stargazers","•","1","https://github.com/frappe/mobile-accounting/pulls"
"https://github.com/frappe/esoc-18","esoc-18","Public","ERPNext Summer of Code 2018","","7","https://github.com/frappe/esoc-18/forks","4","https://github.com/frappe/esoc-18/stargazers","","1","https://github.com/frappe/esoc-18/pulls"
"https://github.com/frappe/shishuvan","shishuvan","Public","Customization for Shishuvan","Python","8","https://github.com/frappe/shishuvan/forks","3","https://github.com/frappe/shishuvan/stargazers","•","0","https://github.com/frappe/shishuvan/pulls"
"https://github.com/frappe/css","css","Public","CSS framework for frappe","CSS","11","https://github.com/frappe/css/forks","5","https://github.com/frappe/css/stargazers","•","0","https://github.com/frappe/css/pulls"
"https://github.com/frappe/community_erpnext_com","community_erpnext_com","Public","community.erpnext.com [discontinued]","HTML","13","https://github.com/frappe/community_erpnext_com/forks","6","https://github.com/frappe/community_erpnext_com/stargazers","•","1","https://github.com/frappe/community_erpnext_com/pulls"
"https://github.com/frappe/frappekt","frappekt","Public","","Kotlin","11","https://github.com/frappe/frappekt/forks","10","https://github.com/frappe/frappekt/stargazers","•","0","https://github.com/frappe/frappekt/pulls"
"https://github.com/frappe/accounting-archive","accounting-archive","Public","Frappé Accounting","JavaScript","8","https://github.com/frappe/accounting-archive/forks","4","https://github.com/frappe/accounting-archive/stargazers","•","0","https://github.com/frappe/accounting-archive/pulls"
"https://github.com/frappe/emoji","emoji","Public","JSON File for Emojis (Used for )","","11","https://github.com/frappe/emoji/forks","1","https://github.com/frappe/emoji/stargazers","","0","https://github.com/frappe/emoji/pulls"
"https://github.com/frappe/erpnext_shopify_broker","erpnext_shopify_broker","Public","Broker for Shopify public app","Python","14","https://github.com/frappe/erpnext_shopify_broker/forks","2","https://github.com/frappe/erpnext_shopify_broker/stargazers","•","0","https://github.com/frappe/erpnext_shopify_broker/pulls"
"https://github.com/frappe/rubik","rubik","Public","Rubik fonts","Python","48","https://github.com/frappe/rubik/forks","0","https://github.com/frappe/rubik/stargazers","•","0","https://github.com/frappe/rubik/pulls"
"https://github.com/frappe/ui","ui","Public archive","A ""batteries included"" front-end framework for ones with deadlines.","JavaScript","11","https://github.com/frappe/ui/forks","12","https://github.com/frappe/ui/stargazers","•","0","https://github.com/frappe/ui/pulls"
"https://github.com/frappe/mysqlclient-python","mysqlclient-python","Public","MySQL database connector for Python (with Python 3 support)","Python","447","https://github.com/frappe/mysqlclient-python/forks","4","https://github.com/frappe/mysqlclient-python/stargazers","•","0","https://github.com/frappe/mysqlclient-python/pulls"
"https://github.com/frappe/test_server","test_server","Public","Test Server Utility for testing Pull Requests","Python","7","https://github.com/frappe/test_server/forks","4","https://github.com/frappe/test_server/stargazers","•","2","https://github.com/frappe/test_server/pulls"
"https://github.com/frappe/mobile-apk","mobile-apk","Public","Android apk file for non-Google Androids","","13","https://github.com/frappe/mobile-apk/forks","8","https://github.com/frappe/mobile-apk/stargazers","","0","https://github.com/frappe/mobile-apk/pulls"
"https://github.com/frappe/summernote","summernote","Public","Super simple WYSIWYG editor","JavaScript","2.3k","https://github.com/frappe/summernote/forks","2","https://github.com/frappe/summernote/stargazers","•","0","https://github.com/frappe/summernote/pulls"
"https://github.com/frappe/knowledge_base","knowledge_base","Public","[Merged in Frappe Framework Core]","Python","15","https://github.com/frappe/knowledge_base/forks","5","https://github.com/frappe/knowledge_base/stargazers","•","0","https://github.com/frappe/knowledge_base/pulls"
"https://github.com/frappe/erpnext_demo","erpnext_demo","Public","Deprecated with Version 7 (will work till v6)","Python","28","https://github.com/frappe/erpnext_demo/forks","2","https://github.com/frappe/erpnext_demo/stargazers","•","0","https://github.com/frappe/erpnext_demo/pulls"
"https://github.com/frappe/erpnext_conference","erpnext_conference","Public","","Python","11","https://github.com/frappe/erpnext_conference/forks","3","https://github.com/frappe/erpnext_conference/stargazers","•","0","https://github.com/frappe/erpnext_conference/pulls"
"https://github.com/frappe/erpnext_vagrant","erpnext_vagrant","Public","Vagrantfile and Bootstrap for creating a dev environment for ERPNext","Shell","19","https://github.com/frappe/erpnext_vagrant/forks","7","https://github.com/frappe/erpnext_vagrant/stargazers","•","0","https://github.com/frappe/erpnext_vagrant/pulls"
"https://github.com/frappe/odoo_to_erpnext","odoo_to_erpnext","Public","Migrate your Odoo database to ERPNext","Python","20","https://github.com/frappe/odoo_to_erpnext/forks","13","https://github.com/frappe/odoo_to_erpnext/stargazers","•","0","https://github.com/frappe/odoo_to_erpnext/pulls"
"https://github.com/frappe/gameplan-old","gameplan-old","Public","","Python","2","https://github.com/frappe/gameplan-old/forks","0","https://github.com/frappe/gameplan-old/stargazers","•","0","https://github.com/frappe/gameplan-old/pulls"
"https://github.com/frappe/poll","poll","Public","Online Polling App","Python","20","https://github.com/frappe/poll/forks","8","https://github.com/frappe/poll/stargazers","•","0","https://github.com/frappe/poll/pulls"
"https://github.com/frappe/archives","archives","Public","Archived Projects","HTML","9","https://github.com/frappe/archives/forks","1","https://github.com/frappe/archives/stargazers","•","0","https://github.com/frappe/archives/pulls"
"https://github.com/frappe/manual_erpnext_com","manual_erpnext_com","Public","Abandoned. Moved to:","HTML","37","https://github.com/frappe/manual_erpnext_com/forks","11","https://github.com/frappe/manual_erpnext_com/stargazers","•","1","https://github.com/frappe/manual_erpnext_com/pulls"
"https://github.com/frappe/google_integration","google_integration","Public","","","5","https://github.com/frappe/google_integration/forks","4","https://github.com/frappe/google_integration/stargazers","","0","https://github.com/frappe/google_integration/pulls"
"https://github.com/frappe/apps_frappe_io","apps_frappe_io","Public","Frappé Apps","Python","12","https://github.com/frappe/apps_frappe_io/forks","1","https://github.com/frappe/apps_frappe_io/stargazers","•","0","https://github.com/frappe/apps_frappe_io/pulls"
"https://github.com/frappe/shopping_cart","shopping_cart","Public","Online Shopping Cart integrated with ERPNext","Python","34","https://github.com/frappe/shopping_cart/forks","16","https://github.com/frappe/shopping_cart/stargazers","•","2","https://github.com/frappe/shopping_cart/pulls"
"https://github.com/frappe/bootstrap","bootstrap","Public","Sleek, intuitive, and powerful front-end framework for faster and easier web development.","JavaScript","79k","https://github.com/frappe/bootstrap/forks","2","https://github.com/frappe/bootstrap/stargazers","•","0","https://github.com/frappe/bootstrap/pulls"
"https://github.com/frappe/hub-old","hub-old","Public","ERPNext Product Portal","Python","5","https://github.com/frappe/hub-old/forks","4","https://github.com/frappe/hub-old/stargazers","•","0","https://github.com/frappe/hub-old/pulls"
"https://github.com/frappe/frappe_io_2014","frappe_io_2014","Public","Frappe.io Community Portal","Python","11","https://github.com/frappe/frappe_io_2014/forks","5","https://github.com/frappe/frappe_io_2014/stargazers","•","0","https://github.com/frappe/frappe_io_2014/pulls"
"https://github.com/frappe/MySQLdb1","MySQLdb1","Public","MySQL database connector for Python (legacy version)","Python","317","https://github.com/frappe/MySQLdb1/forks","0","https://github.com/frappe/MySQLdb1/stargazers","•","0","https://github.com/frappe/MySQLdb1/pulls"
"https://github.com/frappe/discouse-importer","discouse-importer","Public","","Python","4","https://github.com/frappe/discouse-importer/forks","0","https://github.com/frappe/discouse-importer/stargazers","•","0","https://github.com/frappe/discouse-importer/pulls"
"https://github.com/frappe/pywall","pywall","Public","Intro to python web development","Python","4","https://github.com/frappe/pywall/forks","1","https://github.com/frappe/pywall/stargazers","•","0","https://github.com/frappe/pywall/pulls"
"https://github.com/frappe/erpnext-vm-old","erpnext-vm-old","Public","","Shell","2","https://github.com/frappe/erpnext-vm-old/forks","2","https://github.com/frappe/erpnext-vm-old/stargazers","•","0","https://github.com/frappe/erpnext-vm-old/pulls"
"https://github.com/frappe/jquery-ui-bootstrap","jquery-ui-bootstrap","Public","A jQuery UI theme based on Twitter Bootstrap","CSS","794","https://github.com/frappe/jquery-ui-bootstrap/forks","0","https://github.com/frappe/jquery-ui-bootstrap/stargazers","•","0","https://github.com/frappe/jquery-ui-bootstrap/pulls"
"https://github.com/frappe/bootstrap-form-builder","bootstrap-form-builder","Public archive","Simple Form Builder for Bootstrap 3","JavaScript","50","https://github.com/frappe/bootstrap-form-builder/forks","80","https://github.com/frappe/bootstrap-form-builder/stargazers","•","0","https://github.com/frappe/bootstrap-form-builder/pulls"
"https://github.com/frappe/simple-bootstrap-editor","simple-bootstrap-editor","Public archive","Simple Bootstrap themed HTML5 WYSIWYG editor","JavaScript","17","https://github.com/frappe/simple-bootstrap-editor/forks","24","https://github.com/frappe/simple-bootstrap-editor/stargazers","•","0","https://github.com/frappe/simple-bootstrap-editor/pulls"
"https://github.com/frappe/chart-builder","chart-builder","Public","Simple Charting Tool using Chart.js and SlickGrid","JavaScript","13","https://github.com/frappe/chart-builder/forks","3","https://github.com/frappe/chart-builder/stargazers","•","0","https://github.com/frappe/chart-builder/pulls"
"https://github.com/frappe/data-gov-in","data-gov-in","Public archive","A better visualisation of data.gov.in","Python","22","https://github.com/frappe/data-gov-in/forks","19","https://github.com/frappe/data-gov-in/stargazers","•","0","https://github.com/frappe/data-gov-in/pulls"
